wait_time_outside,wait_time_inside,wait_time_wt,wait_time_rt,wait_time_cam,wait_time_clk,wait_time_csh,wait_time_total,total_arrivals,total_fails,avg_num_line_checkin_inside,max_num_line_checkin_inside,avg_num_line_checkin_outside,max_num_line_checkin_outside,avg_num_line_camera,max_num_line_camera,avg_num_line_clerk,max_num_line_clerk,avg_num_line_roadtest,max_num_line_roadtest,avg_num_line_writtentest,max_num_line_writtentest,avg_num_line_cashier,max_num_line_cashier,system_empty
0.04541329041202652,0.07733513471394014,0.04097620844315406,0.16355352363109904,0.05499262668838769,0.053083774320221044,0.015435411993617266,0.5161395662473409,1314.0,440.0,1.0156653537276268,25.0,0.2956505309108059,66.0,0.13508305905566792,11.0,0.3318393262354147,23.0,0.18275881322195642,11.0,0.1846448757827152,14.0,0.20155502548333068,18.0,11.605898385668171
0.0447233681882239,0.07918895001686199,0.042650173511928575,0.2076798407807627,0.040774965474444626,0.02891920808696259,0.008059422310943185,0.5052893272738485,1281.0,447.0,1.008379487529263,25.0,0.38733895682807157,46.0,0.09893576622167145,8.0,0.219586131523949,18.0,0.25944268146046423,14.0,0.1526227016210799,15.0,0.09076797566978372,10.0,11.094399745406704
0.06336254737266077,0.08111769162249169,0.029772585044780933,0.26749314944722596,0.04343478990268919,0.03787773257015316,0.012524899308916456,0.5353299150443355,1370.0,453.0,1.110094900741124,25.0,0.5931752754421195,54.0,0.11912663592170075,6.0,0.23610992253503238,19.0,0.3824268396168339,12.0,0.364923628202113,22.0,0.16897950609598666,16.0,12.06770431171239
0.05599203060957336,0.08479005450877664,0.16153975238878537,0.27361779254824486,0.06617156606891261,0.024997138087960086,0.011132497958711322,0.5814716353453432,1331.0,467.0,1.128165246888447,25.0,0.4289123788199345,58.0,0.16537163075758882,11.0,0.20853098010077642,17.0,0.37655256516124325,14.0,0.8943967297340214,42.0,0.1345922946127126,14.0,10.838424544874613
0.03719097022287472,0.06616471080413684,0.06423912762823296,0.08901408470020311,0.0821355083704866,0.0295613479573833,0.008313038651127659,0.4880204402626898,1297.0,432.0,0.866402169381077,25.0,0.26257551752736047,45.0,0.19211325585356462,16.0,0.13345023851978227,15.0,0.1187758497725571,9.0,0.2947281028534753,24.0,0.10583102996606839,12.0,12.03580176342939
0.03700529187268146,0.054824847651486604,0.028688405397378068,0.2065378288582382,0.02452180900150863,0.02891930165409418,0.011884680940012621,0.4684630313027887,1336.0,410.0,0.7166861096971513,25.0,0.22490113557283395,54.0,0.05305205088147658,7.0,0.15330248177862074,15.0,0.2770304339330858,11.0,0.07575617204870695,10.0,0.15241511966604096,18.0,11.489696035598513
0.06732913957466631,0.0780294282547786,0.04850269055269904,0.22136062240742496,0.0424401352642158,0.016018770203273705,0.007398698558488927,0.5260989512864055,1292.0,444.0,1.016471268257967,25.0,0.6272184432690131,53.0,0.1064921050108933,9.0,0.10698954371349488,14.0,0.29670423628854903,12.0,0.11354192540796816,15.0,0.08453389654855299,16.0,11.380087455982789
0.03762608328890121,0.04948005484428775,-0.0006449224709904973,0.21413405816068276,0.025939633132774163,0.013839694975444156,0.015520186995918768,0.4525083762551736,1281.0,447.0,0.6354562293555227,25.0,0.24851197146120288,47.0,0.05932205965212347,6.0,0.054691579593062443,12.0,0.27565962514252196,11.0,0.05788824548588764,9.0,0.1930449258175565,18.0,11.888903161337112
0.07071344887379806,0.09970271153304293,0.24220174096758984,0.1467072755969425,0.030829244850536806,0.03690626159256137,0.012139801881428689,0.6258328465887243,1374.0,443.0,1.3776408570384355,25.0,0.6902149232489011,64.0,0.07790127695884622,7.0,0.21976824215194482,15.0,0.22385750165163698,10.0,1.3751572160466674,47.0,0.15403716773723092,17.0,10.978813122643373
0.03646240775613332,0.04174450279701157,0.06833269125769528,0.11561724656426378,0.0367141190604401,0.019834653231271586,0.008095334300448984,0.4555514348930955,1308.0,435.0,0.5399781783768037,25.0,0.2564652753941322,45.0,0.08922448659033647,9.0,0.1059629514596952,10.0,0.16234814003309453,9.0,0.15014869472986103,14.0,0.0995577343178229,11.0,11.353906383288745
0.06842442875262172,0.06962766151610376,0.16528882435687658,0.6290341714979037,0.035398057240045216,0.028224487739410452,0.01540820051978031,0.6191684322945071,1379.0,449.0,0.9556365301105587,25.0,0.5798595820234163,67.0,0.09501059998644563,7.0,0.21084359994075724,20.0,0.9848937638224824,25.0,1.0480223891029607,32.0,0.19670971088732814,19.0,11.711613037773873
0.02641524350622431,0.06297317523339778,0.13086664859406422,0.2839633620610927,0.03132323682965915,0.023812227685259514,0.010015859544024964,0.5114706533733271,1273.0,426.0,0.796203870605766,25.0,0.12328437547221939,41.0,0.08219057241271911,6.0,0.14456648623453475,18.0,0.41216784462518025,16.0,0.8277019524387719,33.0,0.13349227464283786,15.0,11.065669748221353
0.05909186726579964,0.08482194686565872,0.03376580724570281,0.3571680013226535,0.03419942828936894,0.008503171604038049,0.0077485110907300585,0.530575828929408,1278.0,428.0,1.0842164401529886,25.0,0.5143820493369458,45.0,0.07704536842269362,8.0,0.026834790330133272,10.0,0.516706584646829,17.0,0.2538646606223665,17.0,0.09933640603532468,13.0,11.572680006113842
0.050250945472012906,0.07815550480139283,0.04887748777277796,0.2788667441063093,0.02054673244861698,0.03058799182508581,0.008114712317314266,0.516846504114978,1306.0,412.0,1.0182571689710427,25.0,0.4443909621349917,43.0,0.04227511047600501,5.0,0.23632548612129084,24.0,0.3594926030976899,15.0,0.18418556070916794,14.0,0.09147625666890463,15.0,12.397666611669592
0.046656691807274754,0.08053731083020975,0.010437022151839042,0.24041527397569798,0.05831717480621666,0.17176049245848812,0.010910038388625976,0.5509442253234911,1337.0,445.0,1.078628290265658,25.0,0.35218022898817475,50.0,0.15039748749310092,13.0,1.271237662913668,43.0,0.3398907350967306,10.0,0.08705962131938805,15.0,0.12770604647841083,18.0,10.982533709909603
0.054476907236385944,0.08538884976071652,0.1971806927962252,0.925074470320187,0.03692482924649817,0.03796325549142912,0.0059156406660218885,0.6600808732961982,1334.0,450.0,1.150898231126125,25.0,0.44416800255385624,51.0,0.09582908587523661,7.0,0.19660574120755203,22.0,1.5342873175122713,26.0,1.3223480594010608,40.0,0.06799274951645884,9.0,11.46369719399513
0.06268447170811982,0.08236749771600252,0.08960468008367517,1.1461907825357163,0.03656463137459137,0.018143517962197736,0.01046623395007506,0.6470212925333637,1287.0,433.0,1.0736623884594245,25.0,0.578719522463548,54.0,0.08683221120642655,6.0,0.11574955187371644,17.0,1.9225902425417027,38.0,0.4791199576375106,23.0,0.13412250711568277,14.0,10.854245650423763
0.06689095917790422,0.10033804107502199,0.04439725500829156,0.35354385747549144,0.04802328200717498,0.037160845204064326,0.009651393524585057,0.5710414690976717,1335.0,459.0,1.351097986294076,25.0,0.6152163575280497,53.0,0.12751198043178646,9.0,0.24583306630984905,23.0,0.5241005939475508,20.0,0.24160164343189994,15.0,0.11295067686405447,13.0,11.33839873166471
0.0425993386089122,0.08495639994092712,0.043558415158611356,0.10132867528472426,0.0554822897122992,0.08707509866907273,0.01040696747068891,0.5208143359326941,1399.0,478.0,1.1846561343445066,25.0,0.3446114229884779,49.0,0.14272043263795925,10.0,0.6174004453481257,29.0,0.07885407882759637,8.0,0.2967934308439908,20.0,0.13605134720663958,13.0,10.786255695843465
0.148400655007658,0.10958602778080608,0.04671721250564422,1.1033800815851567,0.0686581081355071,0.03166275652990302,0.011695512955045853,0.7503417956157401,1342.0,446.0,1.4642210336398624,25.0,1.6552160418829749,66.0,0.18458120318379315,12.0,0.23864833922867545,13.0,1.6687148492922304,34.0,0.11495056763053754,12.0,0.14239507616871833,14.0,11.65368582159158
0.03023951492427529,0.07299767463487239,0.016896604359780954,0.450045391584185,0.027194843869681823,0.018136927794347737,0.009075829467169255,0.4968172935143912,1324.0,445.0,0.9666407834961271,25.0,0.18373754202539433,40.0,0.06292962584968792,7.0,0.07826069213192113,9.0,0.7398210463062469,23.0,0.11060726596135054,15.0,0.10810201368154593,13.0,11.495132770932969
0.047042767740485346,0.07524482766012901,0.0793356080425595,1.3354032805221336,0.02036199971702346,0.018417563696473866,0.007451560998946535,0.6354509020020871,1337.0,469.0,1.0094291934549757,25.0,0.31705700365079337,57.0,0.05491851326498818,8.0,0.17072269811304522,12.0,2.227898512007191,43.0,0.05875412634902658,9.0,0.08926031914422763,12.0,11.927153026096676
0.024520719656546,0.05810855307802886,0.024506631902096045,0.5610389227374147,0.04529368652436556,0.04603253956449691,0.008189127677639374,0.5027772833150373,1343.0,423.0,0.7797012525887386,25.0,0.06178739501275686,51.0,0.12011794838761491,9.0,0.35073202416305777,16.0,0.8973358884029268,21.0,0.0195642012189046,6.0,0.09760703395851124,15.0,11.776670390518575
0.02102539539095729,0.03853367353758012,-0.000936404144540553,0.1895855634041778,0.03171099897455137,0.04753332673546329,0.009969863344459944,0.4283137076663127,1275.0,444.0,0.4877649457484676,25.0,0.058983615217848624,43.0,0.08050846537998495,7.0,0.3681153899074888,23.0,0.28121096500290144,11.0,0.19554898931745812,17.0,0.12095616679719114,18.0,11.406033827126521
0.04371157902762077,0.0735611801669347,0.029790304369835506,0.6068599603961651,0.040285887876616376,0.06744316314998694,0.00763725864070623,0.5497776225736543,1278.0,423.0,0.9374437289122262,25.0,0.31612585492066037,53.0,0.09469565220425465,8.0,0.48525012629158026,31.0,0.8258933061712469,24.0,0.14094038577759876,13.0,0.09309785702376758,10.0,10.550165103925337
0.08320920480617494,0.08701170143723501,-0.0008606518577516246,0.38037517246135594,0.12511975977033762,0.02732096978580186,0.013313306954906162,0.5748208825483747,1300.0,426.0,1.1277609260668486,25.0,0.7571129099175005,59.0,0.32020382061188235,19.0,0.12253555723788852,17.0,0.5301314193418648,21.0,0.057232637871779846,9.0,0.1694199367961619,15.0,10.935231047854359
0.035452453077439015,0.05486058761992907,0.05706738174732688,0.2533499803073102,0.07801828147084233,0.03721011957915428,0.008936020044226013,0.492777031400849,1289.0,415.0,0.7027843160656903,25.0,0.1984255821591705,49.0,0.2059650637559753,16.0,0.33788531824252915,25.0,0.3694791568913615,12.0,0.09440623014462746,17.0,0.10464125481200882,14.0,10.670264237728134
0.057163690535247634,0.07839318100449133,0.026872621904269405,0.23562844305459468,0.03620877626364066,0.05762949135245146,0.011987999002379563,0.5260667501174505,1374.0,436.0,1.0759848288059721,25.0,0.5535857265109325,48.0,0.0962924490026171,6.0,0.4502206697142856,21.0,0.32387689496037175,12.0,0.1553781104913105,21.0,0.15814470021454782,20.0,10.901527279579113
0.07743949288452691,0.09353686117237463,0.04347568578682448,1.0666410262419315,0.048411751504946525,0.037149886373174,0.00880327686574214,0.6530511001432648,1336.0,437.0,1.2499697477171594,25.0,0.7494970738603979,54.0,0.12314796468585426,11.0,0.27900663359355354,22.0,1.9452685994677406,45.0,0.13716274072994114,28.0,0.10689245529526943,15.0,12.196847261983294
0.07260801223099626,0.07775960532636017,0.008602843976682059,0.15422442185636154,0.02693011608226506,0.026184759694180753,0.007885199296501536,0.5091548214384364,1295.0,405.0,1.0114779855445157,25.0,0.6959280655580777,57.0,0.06297659852803916,6.0,0.15512151656129844,15.0,0.1747612898344278,11.0,0.14162392429836015,13.0,0.1079366458963841,10.0,12.554911068538331
0.11700192463879014,0.09319295106628928,0.008852860466717216,1.533465600345747,0.036903157996680994,0.04013592793626326,0.011744663306899189,0.7326946088336057,1361.0,446.0,1.2658527880447992,25.0,1.2095889105557627,80.0,0.10168946859492735,9.0,0.31853160303599,19.0,2.6941385302955814,44.0,0.0006420437562928782,1.0,0.15824200298833146,14.0,12.415558184892234
0.03383180580201807,0.044825672782994236,0.011652210753904416,0.31298507837250517,0.05385339813009735,0.03277007928570903,0.006717601298221285,0.46227903116428837,1301.0,436.0,0.5859671522862847,25.0,0.16968855934309432,52.0,0.14105605577554342,12.0,0.15084762814806255,21.0,0.4409548094758611,13.0,0.04222992661230819,7.0,0.07246656190824069,11.0,10.272318114866266
0.04438773630194879,0.0544776384336434,0.06275767711190985,0.40933942183175887,0.027270507080059618,0.04007987592477487,0.007070804063030651,0.5103483364309456,1314.0,385.0,0.7089603759592729,25.0,0.24280527797568086,64.0,0.059437843786208755,6.0,0.12099786525101991,16.0,0.5742684701045573,20.0,0.029212445166276666,9.0,0.08198309286534368,9.0,10.714964355801385
0.03915642080655676,0.0705109547611628,0.11062903501878778,0.3910009226982488,0.02741015365969324,0.05006584879056429,0.008144433340567185,0.5416056356456336,1320.0,447.0,0.9234801789078485,25.0,0.24423009186207306,56.0,0.06565537071707696,6.0,0.2437593432246149,23.0,0.597254015574017,15.0,0.6493051516761624,35.0,0.09295632453564395,14.0,12.162000537842687
0.028684456270130988,0.05373028580999981,0.07996143562263264,0.101272243831385,0.02898714580490304,0.029223880253192624,0.007215115365885919,0.46322410726505214,1311.0,441.0,0.715297200827249,25.0,0.12111672372779138,55.0,0.06637487145094384,7.0,0.24037346259960488,18.0,0.12788567939037876,7.0,0.2866734140019207,24.0,0.08330961430036041,11.0,10.780790595903454
0.030708095696521758,0.045871396064088396,0.054027003750727096,0.1098538037840033,0.05555286248004146,0.023839291681946845,0.009556142019404126,0.45407943535373957,1290.0,426.0,0.5912991999078531,25.0,0.135337321808579,51.0,0.14492699328899564,9.0,0.20468469199417993,18.0,0.1601063690489991,9.0,0.20548448226669283,18.0,0.12367906547086023,12.0,10.701170743371677
0.029487619758957015,0.07242108264184871,0.03734170892788275,0.13746457667537337,0.05391476106290669,0.016263852952659776,0.007330779988134456,0.4712253645685477,1305.0,445.0,0.9528527165404148,25.0,0.12838217801909194,53.0,0.13780252615811153,11.0,0.0880433036670547,16.0,0.17394861255739216,12.0,0.06993893929857678,16.0,0.08127703551435844,11.0,14.419776802015349
0.075121428404993,0.08260875392526722,0.04136398801746895,0.3118872852504675,0.06385469711445195,0.024136137000103874,0.012294579067062317,0.5572527340967385,1310.0,427.0,1.0931201699387159,25.0,0.7582741465496883,56.0,0.1555731189906237,11.0,0.05846958668390016,10.0,0.4623823003295956,13.0,0.15083332547448663,18.0,0.15320425609177618,23.0,11.652095520235434
0.04241411611671987,0.07601981602986617,0.10141696817226568,0.5290853122539545,0.02637366260656316,0.027309447275427105,0.008903156338630999,0.5556290495609839,1330.0,442.0,1.0168547475557623,25.0,0.3223647584978062,44.0,0.06064547141475486,7.0,0.1193118045127585,14.0,0.7804830206450651,22.0,0.5934136203280331,23.0,0.11006743919717793,10.0,11.965310520793537
0.016400258547069887,0.03915225255036542,0.03062040351288836,0.4768435398910457,0.03485339513605278,0.04071414228564522,0.007357167070799704,0.4641975171106608,1320.0,426.0,0.5185950377388325,25.0,0.014111951695240349,38.0,0.0922919701327237,6.0,0.2749400500988713,19.0,0.7365458676569778,20.0,0.1590901571122595,15.0,0.09227862332410496,11.0,11.830091170359083
0.0300405985018892,0.07485902164979297,0.08314157840668865,0.1897560524438144,0.022407131861641418,0.10406155170847846,0.005037604261553874,0.5169024698636406,1279.0,430.0,0.9607785286823038,25.0,0.1400722409694663,45.0,0.0536930023845207,6.0,0.703183620224736,37.0,0.26788394754095407,10.0,0.4586664265053878,25.0,0.05946617297847752,7.0,11.718548269733674
0.028415164021592214,0.04187105820017977,0.023456443269592103,0.16525227544109752,0.03101072427311229,0.0037291441368034867,0.0063460305974353285,0.42816158159056095,1251.0,409.0,0.5177361414101505,25.0,0.05312002933659642,58.0,0.0757907209939276,6.0,0.013278046612158506,5.0,0.22619403213284386,10.0,0.18664053539921044,17.0,0.08060030148548321,10.0,11.320635209875036
0.037023035291400344,0.06031697761633754,0.04058108234844888,0.8539458591151112,0.047493436250294646,0.027859575936141936,0.009287868118281008,0.5520180865112633,1338.0,456.0,0.8083208404776362,25.0,0.20817322885627618,56.0,0.13401349912813204,10.0,0.12118696989401542,12.0,1.4367459318554938,25.0,0.0872223417053101,12.0,0.12379534564807726,14.0,11.718518080465401
0.024767604855797137,0.03572366643488086,0.02641330408977489,0.24799153655791667,0.045661498341639364,0.01697433536511263,0.007301538792305906,0.43657767021637417,1307.0,429.0,0.45556646371431275,25.0,0.06839392888955445,45.0,0.12357370357951365,10.0,0.0644924133096174,9.0,0.389985947551977,11.0,0.10378919898033019,11.0,0.08578161600570636,11.0,11.419633380807682
